City,Place,PLace_Ratings,City_Ratings,Best_time_to_visit,Budget
Nainital, 15. Pangot ,3.8,4.3,"March to June, September to November",2500 - 4500
Nainital, 16. Himalayan View Point ,3.2,4.3,"March to June, September to November",2500 - 4500
Nainital, 20. Jeolikot ,3.5,4.3,"March to June, September to November",2500 - 4500
Nainital, 21. Hanuman Garhi ,3.3,4.3,"March to June, September to November",2500 - 4500
Shimla, 1. Ridge ,4.4,4.2,"March to June, September to November",3500 - 5500
Shimla, 2. Mall Road ,3.9,4.2,"March to June, September to November",3500 - 5500
Shimla, 3. Jakhoo Temple ,3.6,4.2,"March to June, September to November",3500 - 5500
Shimla, 4. Kufri ,3.6,4.2,"March to June, September to November",3500 - 5500
Shimla, 5. Toy Train to Kalka ,3.6,4.2,"March to June, September to November",3500 - 5500
Shimla, 6. Green Valley ,3.8,4.2,"March to June, September to November",3500 - 5500
Shimla, 7. Chail ,3.6,4.2,"March to June, September to November",3500 - 5500
Shimla, 8. Visceral Lodge ,3.1,4.2,"March to June, September to November",3500 - 5500
Shimla, 9. Institute of Advanced Studies ,3.7,4.2,"March to June, September to November",3500 - 5500
Shimla, 10. Christ Church ,3.6,4.2,"March to June, September to November",3500 - 5500
Shimla, 13. Naldehra ,3.8,4.2,"March to June, September to November",3500 - 5500
Shimla, 14. Himalayan Bird Park ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 17. Himachal State Museum ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 18. Tara Devi Temple ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 19. Scandal point ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 21. Theog ,3.5,4.2,"March to June, September to November",3500 - 5500
Shimla, 22. Shimla Reserve Forest Sanctuary ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 23. Tattapani ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 24. Skiing in Kufri ,4.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 26. Lakkar Bazar ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 31. Gurudwara Sahib ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 33. Horse Riding ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 35. Naggar Castle ,3.4,4.2,"March to June, September to November",3500 - 5500
Shimla, 37. Mashobra ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 43. Wild Flower Hall Hotel ,3.3,4.2,"March to June, September to November",3500 - 5500
Shimla, 44. Retreat Building ,3.3,4.2,"March to June, September to November",3500 - 5500
Ooty, 1. Nilgiri Mountain Railway ,4.5,4.3,"March to June, September to November",2500 - 4500
Ooty, 2. Ooty Lake ,4.4,4.3,"March to June, September to November",2500 - 4500
Ooty, 3. Emerald Lake ,4.3,4.3,"March to June, September to November",2500 - 4500
Ooty, 4. Ooty Botanical Gardens ,4.3,4.3,"March to June, September to November",2500 - 4500
Ooty, 5. Dolphin's Nose ,3.3,4.3,"March to June, September to November",2500 - 4500
Ooty, 6. Ooty Rose Garden ,3.7,4.3,"March to June, September to November",2500 - 4500
Ooty, 7. Avalanche Lake ,3.5,4.3,"March to June, September to November",2500 - 4500
Ooty, 8. Doddabetta Peak ,3.5,4.3,"March to June, September to November",2500 - 4500
Ooty, 9. St Stephen's Church ,3.0,4.3,"March to June, September to November",2500 - 4500
Ooty, 10. Thread Garden ,3.6,4.3,"March to June, September to November",2500 - 4500
Ooty, 11. Trekking ,3.3,4.3,"March to June, September to November",2500 - 4500
Ooty," 12. Kalhatti Falls, Bellikkal ",3.8,4.3,"March to June, September to November",2500 - 4500
Ooty, 13. Tiger Hill ,3.3,4.3,"March to June, September to November",2500 - 4500
Ooty," 14. Kotagiri, Coonoor ",3.8,4.3,"March to June, September to November",2500 - 4500
Ooty, 15. Kamraj Sagar Lake ,3.3,4.3,"March to June, September to November",2500 - 4500
Ooty, 16. Annamalai Temple ,3.3,4.3,"March to June, September to November",2500 - 4500
Ooty," 17. Droog Fort, Coonoor ",3.3,4.3,"March to June, September to November",2500 - 4500
Ooty," 18. Lamb's Rock, Coonoor ",3.3,4.3,"March to June, September to November",2500 - 4500
Ooty," 19. Simi's Park, Coonoor ",3.3,4.3,"March to June, September to November",2500 - 4500
Ooty," 20. Catherine Falls, Coonoor ",3.3,4.3,"March to June, September to November",2500 - 4500
Ooty, 21. Upper Bhavani Lake ,3.0,4.3,"March to June, September to November",2500 - 4500
Ooty," 22. Bison Valley, Bellikkal ",3.2,4.3,"March to June, September to November",2500 - 4500
Ooty, 23. Pykara Lake ,3.5,4.3,"March to June, September to November",2500 - 4500
Jaipur," 1. Amber Fort, Jaipur ",4.4,4.4,October to March,2500 - 5000
Jaipur, 2. Experience the Village of Chokhi Dhani ,3.5,4.4,October to March,2500 - 5000
Jaipur, 3. City Palace ,4.5,4.4,October to March,2500 - 5000
Jaipur, 4. Hawa Mahal ,4.5,4.4,October to March,2500 - 5000
Jaipur, 5. Witness the Magic of Jantar Mantar ,4.4,4.4,October to March,2500 - 5000
Jaipur, 6. Nahargarh Fort ,4.3,4.4,October to March,2500 - 5000
Jaipur, 7. Explore collections at Albert Hall Museum ,4.4,4.4,October to March,2500 - 5000
Jaipur, 8. Birla Temple ,4.4,4.4,October to March,2500 - 5000
Jaipur, 10. Take a tour of Jaigarh Fort ,4.4,4.4,October to March,2500 - 5000
Jaipur, 12. Galtaji Temple ,3.9,4.4,October to March,2500 - 5000
Jaipur, 13. Click Pictures near the Peaceful Jal Mahal ,3.9,4.4,October to March,2500 - 5000
Jaipur, 16. Pink City ,4.3,4.4,October to March,2500 - 5000
Jaipur, 24. Govind Ji Temple ,4.0,4.4,October to March,2500 - 5000
Jaipur, 25. Moti Dungri Temple ,3.4,4.4,October to March,2500 - 5000
Jaipur, 28. Ram Niwas Garden ,3.4,4.4,October to March,2500 - 5000
Jaipur, 30. Abhaneri step well ,3.7,4.4,October to March,2500 - 5000
Jaipur, 31. Shopping at Bapu Bazar ,3.4,4.4,October to March,2500 - 5000
Jaipur, 35. Swaminarayan Temple ,3.4,4.4,October to March,2500 - 5000
Jaipur, 37. Chand Pol ,3.4,4.4,October to March,2500 - 5000
Jaipur, 38. Anokhi Museum of handpainting ,3.4,4.4,October to March,2500 - 5000
Jaipur, 39. Chand Baori ,3.9,4.4,October to March,2500 - 5000
Lonavala, 1. Tiger's Leap ,3.5,4.1,October to March,3500 - 6500
Lonavala, 2. Rajmachi Fort ,3.5,4.1,October to March,3500 - 6500
Lonavala, 3. Imagica Adlabs ,4.2,4.1,October to March,3500 - 6500
Lonavala, 4. Aamby Valley ,3.5,4.1,October to March,3500 - 6500
Lonavala, 5. Lonavala Lake ,4.2,4.1,October to March,3500 - 6500
Lonavala, 6. Karla caves ,4.2,4.1,October to March,3500 - 6500
Lonavala, 7. Bhaja Caves ,4.2,4.1,October to March,3500 - 6500
Lonavala, 8. Lohagad Fort ,3.2,4.1,October to March,3500 - 6500
Lonavala, 9. Bushi Dam ,4.2,4.1,October to March,3500 - 6500
Lonavala, 10. Celebrity Wax Museum ,3.5,4.1,October to March,3500 - 6500
Lonavala, 11. Amrutanjan Point ,3.5,4.1,October to March,3500 - 6500
Lonavala, 12. Rajmachi ,3.5,4.1,October to March,3500 - 6500
Lonavala, 14. City Shopping ,3.3,4.1,October to March,3500 - 6500
Lonavala, 16. Lonavala - Bhimashankar Trek ,4.0,4.1,October to March,3500 - 6500
Lonavala, 17. Visapur Fort ,3.5,4.1,October to March,3500 - 6500
Lonavala, 18. Tikona fort ,4.2,4.1,October to March,3500 - 6500
Lonavala, 19. Valvan Dam ,4.2,4.1,October to March,3500 - 6500
Lonavala, 20. Bhairavnath Temple ,3.2,4.1,October to March,3500 - 6500
Lonavala, 21. Duke's Nose ,3.2,4.1,October to March,3500 - 6500
Lonavala, 23. Scorpion's sting ,3.2,4.1,October to March,3500 - 6500
Lonavala, 24. Koregad Fort ,3.2,4.1,October to March,3500 - 6500
Lonavala, 25. Tungarli Dam ,3.2,4.1,October to March,3500 - 6500
Lonavala, 26. Sausage hills ,3.2,4.1,October to March,3500 - 6500
Lonavala, 29. Ryewood Park ,3.2,4.1,October to March,3500 - 6500
Lonavala, 30. Tunga Fort ,3.2,4.1,October to March,3500 - 6500
Mussoorie, 1. The Mall ,3.6,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 2. Kempty Falls ,4.3,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 3. Camel's Back Road ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 6. Gun Hill ,4.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 7. Lal Tibba ,4.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 8. Jharipani Falls ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 9. Company Garden ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 11. George Everest's House ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 12. Cloud's End ,3.5,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 14. Soham Heritage Centre ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 15. Bhatta Falls ,3.7,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 16. Jwala Devi Temple ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 17. Dhanaulti ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 18. Shedup Choepelling Temple ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 19. Mussoorie Lake ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 20. Mossy Falls ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 21. Mussoorie Christ Church ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 22. Benog Wildlife Sanctuary ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 24. Library Bazaar ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 25. Lake Mist ,4.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 27. Nag Tibba Trek ,3.5,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 28. Jabarkhet Wildlife Reserve ,3.1,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 29. Paragliding and Trekking ,3.2,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 30. Happy Valley ,3.1,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 31. Mussoorie Heritage Centre ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 32. Mussoorie Adventure Park ,3.0,4.2,"March to June, September to November",2500 - 4500
Mussoorie, 33. K Dev Bhoomi Wax Museum ,3.0,4.2,"March to June, September to November",2500 - 4500
Kodaikanal, 1. Green Valley View (Suicide Point) ,3.6,4.4,October to March,2500 - 4500
Kodaikanal, 2. Kodai Lake ,3.6,4.4,October to March,2500 - 4500
Kodaikanal, 3. Bear Shola Falls ,4.2,4.4,October to March,2500 - 4500
Kodaikanal, 4. Dolphin's Nose ,3.2,4.4,October to March,2500 - 4500
Kodaikanal, 5. Pillar Rocks ,3.6,4.4,October to March,2500 - 4500
Kodaikanal, 6. Thalaiyar Falls ,4.2,4.4,October to March,2500 - 4500
Kodaikanal, 9. Devil's Kitchen ,3.5,4.4,October to March,2500 - 4500
Kodaikanal, 10. Coakers Walk ,4.3,4.4,October to March,2500 - 4500
Kodaikanal, 11. Berijam Lake ,4.3,4.4,October to March,2500 - 4500
Kodaikanal, 12. Kodai-Palani Trek ,3.5,4.4,October to March,2500 - 4500
Kodaikanal, 13. Trekking ,3.2,4.4,October to March,2500 - 4500
Kodaikanal, 14. Bryant Park ,3.2,4.4,October to March,2500 - 4500
Kodaikanal, 15. Silver Cascade Falls ,3.7,4.4,October to March,2500 - 4500
Kodaikanal, 16. Silent Valley View ,3.2,4.4,October to March,2500 - 4500
Kodaikanal, 17. Kurinji Temple ,3.2,4.4,October to March,2500 - 4500
Kodaikanal, 18. Kodaikanal Solar Observatory ,3.7,4.4,October to March,2500 - 4500
Kodaikanal, 20. Subrahmanya Temple (Kartikeya Temple) ,3.2,4.4,October to March,2500 - 4500
Dalhousie, 1. Panch Pulla ,4.1,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 2. Khajjiar ,4.4,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 3. Kalatop wildlife sanctuary ,4.2,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 4. Satdhara Falls ,4.4,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 6. Ganji Pahari ,4.2,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 7. Dainkund Peak ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 9. St. John Church ,4.0,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 10. Subhash Baoli ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 12. River Crossing and River Rafting ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 15. Chamba ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 16. Trekking ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 18. City Shopping ,4.0,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 20. St Patricks Church ,5.0,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 21. Bakrota Hills or Upper Bakrota ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 22. Rock Climbing ,3.3,4.2,"March to May, September to November",2500 - 4500
Dalhousie, 24. Chamunda Devi Temple ,3.3,4.2,"March to May, September to November",2500 - 4500
Pachmarhi, 1. Bee falls ,3.6,4.4,October to June,2000 - 4000
Pachmarhi, 2. Jata Shankar caves ,3.5,4.4,October to June,2000 - 4000
Pachmarhi, 3. Pandava Caves ,3.6,4.4,October to June,2000 - 4000
Pachmarhi, 4. Dhoopgarh ,3.5,4.4,October to June,2000 - 4000
Pachmarhi, 5. Handi Khoh ,3.2,4.4,October to June,2000 - 4000
Pachmarhi, 6. Mahadeo hill ,3.2,4.4,October to June,2000 - 4000
Pachmarhi, 7. Duchess falls ,3.2,4.4,October to June,2000 - 4000
Pachmarhi, 8. Satpura National Park ,4.2,4.4,October to June,2000 - 4000
Pachmarhi, 9. Priyadarshini Point (Forsyth point) ,3.2,4.4,October to June,2000 - 4000
Varanasi, 1. Kashi Vishwanath Temple ,4.4,4.5,October to March,2000 - 4000
Varanasi, 3. Dashashwamedh Ghat ,3.6,4.5,October to March,2000 - 4000
Varanasi, 4. Sankat Mochan Hanuman Temple ,3.6,4.5,October to March,2000 - 4000
Varanasi, 5. Assi Ghat ,4.3,4.5,October to March,2000 - 4000
Varanasi," 7. New Vishwanath Temple, BHU ",4.3,4.5,October to March,2000 - 4000
Varanasi, 8. Tulsi Manasa Temple ,3.6,4.5,October to March,2000 - 4000
Varanasi, 9. Durga Temple ,3.6,4.5,October to March,2000 - 4000
Mumbai, 1. Elephanta Caves ,4.3,4.2,November to February,4000 - 7000
Mumbai, 2. Walk at Marine drive ,4.5,4.2,November to February,4000 - 7000
Mumbai, 3. Picnic at Juhu Beach ,4.4,4.2,November to February,4000 - 7000
Mumbai, 4. Shopping at Colaba Causeway ,4.3,4.2,November to February,4000 - 7000
Mumbai, 5. Stroll around Gateway of India ,4.4,4.2,November to February,4000 - 7000
Mumbai, 6. Bollywood Tour at Film City ,3.8,4.2,November to February,4000 - 7000
Mumbai, 8. Hanging Gardens ,3.8,4.2,November to February,4000 - 7000
Mumbai, 9. Prince of Wales Museum ,4.3,4.2,November to February,4000 - 7000
Mumbai, 10. Mumbai Zoo ,3.8,4.2,November to February,4000 - 7000
Mumbai, 11. Enjoy Rides at Essel World ,3.6,4.2,November to February,4000 - 7000
Mumbai, 13. Wildlife Safari at Sanjay Gandhi National park ,3.8,4.2,November to February,4000 - 7000
Mumbai, 14. Pray at Siddhivinayak Temple ,4.3,4.2,November to February,4000 - 7000
Mumbai, 15. National gallery of Modern Art ,3.8,4.2,November to February,4000 - 7000
Mumbai, 16. Sunset at Haji Ali Dargah ,4.3,4.2,November to February,4000 - 7000
Mumbai, 17. Shopping at Fashion Street ,3.8,4.2,November to February,4000 - 7000
Mumbai, 18. Drive Through Bandra Worli Sea Link ,4.4,4.2,November to February,4000 - 7000
Mumbai, 19. Marvel at the Victoria Terminus ,4.4,4.2,November to February,4000 - 7000
Mumbai, 20. Kamla Nehru park ,3.8,4.2,November to February,4000 - 7000
Mumbai, 22. ISKCON Temple ,3.3,4.2,November to February,4000 - 7000
Mumbai, 23. Gorakhgad Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 24. Kanheri caves ,3.8,4.2,November to February,4000 - 7000
Mumbai, 25. Street Food at Girgaum Chowpatty ,4.3,4.2,November to February,4000 - 7000
Mumbai, 26. Water Sports in Mandwa Beach ,3.5,4.2,November to February,4000 - 7000
Mumbai, 27. Global Pagoda ,3.8,4.2,November to February,4000 - 7000
Mumbai, 28. Mahakali caves ,3.7,4.2,November to February,4000 - 7000
Mumbai, 29. Shopping at Lokhandwala ,3.3,4.2,November to February,4000 - 7000
Mumbai," 30. Partying at Hill Road and Linkin Road, Bandra ",3.3,4.2,November to February,4000 - 7000
Mumbai, 31. Makarandgad Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 32. Mahalaxmi temple ,3.9,4.2,November to February,4000 - 7000
Mumbai, 33. Siddhgad Bhimashankar Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 34. Jehangir art gallery ,3.8,4.2,November to February,4000 - 7000
Mumbai, 35. Naneghat Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 36. Hajimalang Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 37. Mahuli Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 38. Jivdhan Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 39. Jama Masjid ,3.5,4.2,November to February,4000 - 7000
Mumbai, 40. Mahipatagad Trek ,3.5,4.2,November to February,4000 - 7000
Mumbai, 41. Mount Mary Church ,3.0,4.2,November to February,4000 - 7000
Mumbai, 42. Gorai Beach ,3.0,4.2,November to February,4000 - 7000
Mumbai, 43. Madh Island ,3.0,4.2,November to February,4000 - 7000
Mumbai, 44. Marve Beach ,3.0,4.2,November to February,4000 - 7000
Mumbai, 45. Versova Beach ,3.0,4.2,November to February,4000 - 7000
Mumbai, 46. Dadar Chowpatty Beach ,3.0,4.2,November to February,4000 - 7000
Mumbai, 47. Aksa Beach ,3.0,4.2,November to February,4000 - 7000
Mumbai, 48. Kalamb Beach ,3.0,4.2,November to February,4000 - 7000
Mumbai, 49. Spend your evening at Worli Sea Face ,3.0,4.2,November to February,4000 - 7000
Mumbai, 50. Uran ,3.0,4.2,November to February,4000 - 7000
Mumbai, 51. Hangout with friends at Bandstand ,3.0,4.2,November to February,4000 - 7000
Mumbai, 52. Explore Cafes at Carter Road ,3.0,4.2,November to February,4000 - 7000
Agra, 1. Taj Mahal ,4.9,4.2,October to March,2500 - 4500
Agra, 2. Fatehpur Sikri ,4.5,4.2,October to March,2500 - 4500
Agra, 3. Agra Fort ,4.6,4.2,October to March,2500 - 4500
Agra, 4. Itimad-ud-daula's Tomb ,3.5,4.2,October to March,2500 - 4500
Agra, 5. Mehtab Bagh ,3.6,4.2,October to March,2500 - 4500
Agra, 6. City Shopping ,3.0,4.2,October to March,2500 - 4500
Agra, 7. Akbar's Tomb ,4.0,4.2,October to March,2500 - 4500
Agra, 8. Jama Masjid ,4.0,4.2,October to March,2500 - 4500
Agra, 9. Chini ka Rauza ,3.3,4.2,October to March,2500 - 4500
Agra, 12. Anguri Bagh ,3.5,4.2,October to March,2500 - 4500
Agra, 13. Taj Museum ,3.4,4.2,October to March,2500 - 4500
Agra, 16. Wildlife SOS ,3.5,4.2,October to March,2500 - 4500
Agra, 17. Mother Teresa's Missionaries Of Charity ,3.4,4.2,October to March,2500 - 4500
Kolkata, 1. Marvel at the Victoria Memorial ,4.5,4.3,October to March,3500 - 6000
Kolkata, 2. Fort William ,4.4,4.3,October to March,3500 - 6000
Kolkata, 3. Belur Math ,4.4,4.3,October to March,3500 - 6000
Kolkata, 4. Evening Walk along the Howrah Bridge ,4.4,4.3,October to March,3500 - 6000
Kolkata, 5. Birla Planetarium ,4.4,4.3,October to March,3500 - 6000
Kolkata, 6. Indian Museum ,4.4,4.3,October to March,3500 - 6000
Kolkata, 7. Marble Palace Mansion ,3.7,4.3,October to March,3500 - 6000
Kolkata, 8. Mother House ,3.7,4.3,October to March,3500 - 6000
Kolkata, 9. Take a tour of Science city ,3.8,4.3,October to March,3500 - 6000
Kolkata, 10. St. Paul's Cathedral ,3.8,4.3,October to March,3500 - 6000
Kolkata, 11. Relax on the Tajpur Beach ,3.5,4.3,October to March,3500 - 6000
Kolkata, 12. Birla Mandir ,3.9,4.3,October to March,3500 - 6000
Kolkata, 13. Catch a Match at the Eden Gardens ,3.8,4.3,October to March,3500 - 6000
Kolkata, 14. Catch the Shows at Jorasanko Thakur Bari ,3.3,4.3,October to March,3500 - 6000
Kolkata, 15. Take a Toure of Birla IndustrialÃ‚Â & Technological Museum ,3.9,4.3,October to March,3500 - 6000
Kolkata, 16. Rabindra Sarovar ,3.3,4.3,October to March,3500 - 6000
Kolkata, 17. Kalighat Temple ,3.4,4.3,October to March,3500 - 6000
Kolkata, 18. Shobhabajar Rajbari ,3.1,4.3,October to March,3500 - 6000
Kolkata, 19. Get close to Nature in the Botanical Gardens ,3.3,4.3,October to March,3500 - 6000
Kolkata, 20. Nakhoda Mosque ,3.3,4.3,October to March,3500 - 6000
Kolkata, 21. Alipore Zoo ,3.0,4.3,October to March,3500 - 6000
Kolkata, 22. Sabarna Sangrahashala ,3.3,4.3,October to March,3500 - 6000
Jodhpur, 1. Mehrangarh Fort ,4.3,4.2,October to March,2500 - 4500
Jodhpur, 2. Umaid Bhawan Palace ,4.2,4.2,October to March,2500 - 4500
Jodhpur, 3. Camel Safari ,4.0,4.2,October to March,2500 - 4500
Jodhpur, 4. Toorji Ka Jhalra ,4.0,4.2,October to March,2500 - 4500
Jodhpur, 5. Jaswant Tada ,4.1,4.2,October to March,2500 - 4500
Jodhpur, 6. Mandore Garden ,4.5,4.2,October to March,2500 - 4500
Jodhpur, 7. Rao Jodha Desert Rock Park ,3.2,4.2,October to March,2500 - 4500
Jodhpur, 8. Flying Fox ,4.5,4.2,October to March,2500 - 4500
Jodhpur, 9. Khejarla Fort ,3.7,4.2,October to March,2500 - 4500
Jodhpur, 10. Balsamand Lake ,4.1,4.2,October to March,2500 - 4500
Jodhpur, 11. Om Banna Temple ,4.3,4.2,October to March,2500 - 4500
Jodhpur, 12. Sardar Market ,4.1,4.2,October to March,2500 - 4500
Jodhpur, 13. Sheesh Mahal ,3.7,4.2,October to March,2500 - 4500
Jodhpur, 14. Bishnoi Village Tour ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 15. Mahamandir Temple ,3.9,4.2,October to March,2500 - 4500
Jodhpur, 16. Sardar Samand Lake Palace ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 17. Sardar Government Museum ,3.1,4.2,October to March,2500 - 4500
Jodhpur, 18. Ranisar Padamsar ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 20. Moti Mahal ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 22. Machia Biological Park ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 23. Ghanta Ghar ,4.2,4.2,October to March,2500 - 4500
Jodhpur, 26. Phalodi ,3.2,4.2,October to March,2500 - 4500
Jodhpur, 27. Pali ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 28. Nagaur Fair ,3.8,4.2,October to March,2500 - 4500
Jodhpur, 29. Kaylana Lake ,4.0,4.2,October to March,2500 - 4500
Jodhpur, 30. Umaid Heritage Art School ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 31. Phool Mahal ,3.8,4.2,October to March,2500 - 4500
Jodhpur, 32. Masuriya Hill Garden ,3.5,4.2,October to March,2500 - 4500
Jodhpur, 34. Marwar Festival  ,4.0,4.2,October to March,2500 - 4500
Jodhpur, 35. Jodhpur International Desert Kite Festival  ,3.5,4.2,October to March,2500 - 4500
Jodhpur, 36. Rajasthan International Folk Festival ,3.2,4.2,October to March,2500 - 4500
Jodhpur, 37. Shastri Circle ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 38. Guda Bishnoi Village ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 39. Chamunda Mata Temple ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 40. Mahamandaleshwar Mahadev ,3.0,4.2,October to March,2500 - 4500
Jodhpur, 44. World Sacred Spirit Festival  ,3.4,4.2,October to March,2500 - 4500
Bangalore, 1. Relax in Lal Bagh ,4.3,4.1,October to February,3500 - 5500
Bangalore, 3. Bannerghatta National Park ,4.3,4.1,October to February,3500 - 5500
Bangalore, 4. Bangalore Palace ,4.3,4.1,October to February,3500 - 5500
Bangalore, 5. Jog through Cubbon Park ,4.3,4.1,October to February,3500 - 5500
Bangalore, 6. ISKCON Temple ,3.8,4.1,October to February,3500 - 5500
Bangalore, 7. Catch the Sunrise at Nandi Hills ,3.3,4.1,October to February,3500 - 5500
Bangalore, 8. Be amused at the Wonder La Water Park ,3.5,4.1,October to February,3500 - 5500
Bangalore, 9. Tour the Innovative Film City ,3.7,4.1,October to February,3500 - 5500
Bangalore, 10. Tipu Sultan's Summer Palace ,3.2,4.1,October to February,3500 - 5500
Bangalore, 11. National Gallery Of Modern Art ,4.1,4.1,October to February,3500 - 5500
Bangalore, 12. Shopping at Commercial Street ,3.7,4.1,October to February,3500 - 5500
Bangalore, 13. Art of Living International Centre ,3.0,4.1,October to February,3500 - 5500
Bangalore, 14. Vidhana Soudha ,3.8,4.1,October to February,3500 - 5500
Bangalore, 15. Explore the Universe at Jawaharlal Nehru Planetarium ,3.8,4.1,October to February,3500 - 5500
Bangalore, 16. Visvesvaraya Industrial and Technological Museum ,3.0,4.1,October to February,3500 - 5500
Bangalore, 17. Paddle over the Ulsoor Lake ,3.8,4.1,October to February,3500 - 5500
Bangalore, 18. Shiva Temple ,3.2,4.1,October to February,3500 - 5500
Bangalore, 19. UB City Mall ,4.3,4.1,October to February,3500 - 5500
Bangalore, 20. Night Shopping at MG Road ,4.5,4.1,October to February,3500 - 5500
Bangalore, 21. St. Mary's Basilica ,3.7,4.1,October to February,3500 - 5500
Bangalore, 22. Chunchi Falls ,3.7,4.1,October to February,3500 - 5500
Bangalore, 24. HAL Aerospace Museum ,3.7,4.1,October to February,3500 - 5500
Bangalore, 25. Go-Karting ,3.7,4.1,October to February,3500 - 5500
Bangalore, 27. Bangalore Aquarium ,3.7,4.1,October to February,3500 - 5500
Bangalore, 28. Bull Temple ,3.8,4.1,October to February,3500 - 5500
Bangalore, 29. Sankey Tank ,3.0,4.1,October to February,3500 - 5500
Bangalore, 30. Devanahalli Fort ,3.0,4.1,October to February,3500 - 5500
Bangalore, 31. Maha Bodhi Society Temple ,3.2,4.1,October to February,3500 - 5500
Bangalore, 32. Cycling in the Outskirts ,3.2,4.1,October to February,3500 - 5500
Bangalore, 33. Ragigudda Anjaneya Temple ,3.0,4.1,October to February,3500 - 5500
Bangalore, 34. Venkatappa Art Gallery ,3.0,4.1,October to February,3500 - 5500
Bangalore, 35. Halasuru Someshwara Temple ,3.0,4.1,October to February,3500 - 5500
Bangalore, 37. Find Peace under the Big Banyan Tree ,3.0,4.1,October to February,3500 - 5500
Bangalore, 38. Indian Music Experience ,4.0,4.1,October to February,3500 - 5500
Bangalore, 39. Indira Gandhi Musical Fountain Park ,3.0,4.1,October to February,3500 - 5500
